user_id,timestamp,trajectory_id,ftid,x,y,w,h
15,0,ckz3vrae0000f3867229d9uf9,0,0.15859375,0.3270833333333333,0.0296875,0.0333333333333333
15,0,cl3jyjbuf006p3r6cmo04geoy,0,0.2171875,0.2729166666666666,0.021875,0.0416666666666666
15,0,cl3jyjemv006t3r6c4wkaaj1q,0,0.18828125,0.38125,0.0296875,0.0291666666666666
15,0,cl3jyjirk006x3r6c8cantkc1,0,0.31015625,0.5614583333333333,0.0234375,0.0479166666666666
15,0,cl3jyjmr700713r6cv9p7151g,0,0.1609375,0.4822916666666667,0.034375,0.0354166666666666
15,0,cl3jyjqsk00753r6ct7wlfs2m,0,0.65234375,0.590625,0.0296875,0.0229166666666666
15,0,cl3jyjuin00793r6c0ivxhro1,0,0.50859375,0.4625,0.0359375,0.05
15,0,cl3jyjxya007d3r6c1mordt7r,0,0.7609375,0.0489583333333333,0.025,0.03125
15,0,cl3jykglr007h3r6cenftbah7,0,0.090625,0.7364583333333333,0.01875,0.03125
15,0,cl3jykk29007l3r6ci46ldy36,0,0.1546875,0.784375,0.021875,0.0270833333333333
15,0,cl3jyknud007p3r6cndynxu40,0,0.125,0.809375,0.01875,0.0270833333333333
15,0,cl3jyks00007t3r6cqyitm730,0,0.2328125,0.0572916666666666,0.015625,0.01875
15,0,cl3jykvab007x3r6crwwlde72,0,0.24375,0.0708333333333333,0.01875,0.0208333333333333
15,0,cl3jyl2yq00813r6codsf3poo,0,0.01484375,0.971875,0.0234375,0.0395833333333333
15,0,cl3jyl6c200853r6c9m4njl4w,0,0.2015625,0.8604166666666667,0.034375,0.0416666666666666
15,0,cl3jyn1rs00893r6cakfm6vm5,0,0.98125,0.5854166666666667,0.0125,0.0208333333333333
15,0,cl3jyn60x008d3r6cku0rkrip,0,0.46484375,0.8,0.0265625,0.0333333333333333
15,0,cl3jyn97i008h3r6culswt5n8,0,0.58359375,0.8520833333333333,0.0234375,0.0291666666666666
15,0,cl3jyo2e4008l3r6ce4fu6kem,0,0.44921875,0.5791666666666667,0.0234375,0.0333333333333333
15,0,cl3jyqf4u008t3r6cb8djnuyz,0,0.08046875,0.8291666666666667,0.0203125,0.0208333333333333
15,0,cl3jz71z600993r6cgh4i02wf,0,0.3921875,0.0114583333333333,0.025,0.0229166666666666
15,1000,cl3k0tu4r009l3r6cmuk4qbb9,0,0.29140625,0.6114583333333333,0.0328125,0.0395833333333333
15,1000,cl3k0ty8z009p3r6csrzn2gxo,0,0.1855855082417582,0.510782967032967,0.0421875,0.0375
15,1000,cl3k0u23x009t3r6cppaivuyn,0,0.12734375,0.6010416666666667,0.0359375,0.0354166666666666
15,1000,cl3k0ubkf00a13r6cwl8su137,0,0.77421875,0.2520833333333333,0.0359375,0.0416666666666666
15,1000,cl3k0ueqa00a53r6ckl4xduum,0,0.9559766196925328,0.2721876525134212,0.0338282393850658,0.0402086383601757
15,1000,cl3k0ulgg00a93r6ctw649mjq,0,0.9827524038461538,0.7828525641025641,0.0344951923076923,0.0416666666666666
15,1000,cl3k103yd00ah3r6cjm0f53ob,0,0.6026216603053436,0.9003705470737914,0.046875,0.0520833333333333
15,1000,cl3k108u000al3r6czwlj6am5,0,0.775,0.6145833333333334,0.04375,0.0458333333333333
15,1001,cl3k0tu4r009l3r6cmuk4qbb9,0,0.29265625,0.609375,0.0328125,0.0395833333333333
15,1001,cl3k0ty8z009p3r6csrzn2gxo,0,0.1856026785714285,0.5107142857142857,0.0421874999999999,0.0375
15,1001,cl3k0u23x009t3r6cppaivuyn,0,0.12734375,0.6010416666666667,0.0359375,0.0354166666666666
15,1001,cl3k0ubkf00a13r6cwl8su137,0,0.7766493055555556,0.2532407407407407,0.0359375,0.0416666666666666
15,1001,cl3k0ueqa00a53r6ckl4xduum,0,0.9559789073938508,0.2721937530502684,0.0338328147877012,0.0402208394338702
15,1001,cl3k0ulgg00a93r6ctw649mjq,0,0.9829326923076924,0.7842948717948718,0.0341346153846153,0.0416666666666666
15,1001,cl3k103yd00ah3r6cjm0f53ob,0,0.60262643129771,0.9003769083969466,0.046875,0.0520833333333333
15,1001,cl3k108u000al3r6czwlj6am5,0,0.775,0.6145833333333334,0.04375,0.0458333333333333
15,1002,cl3k0tu4r009l3r6cmuk4qbb9,0,0.29390625,0.6072916666666667,0.0328125,0.0395833333333333
15,1002,cl3k0ty8z009p3r6csrzn2gxo,0,0.1856198489010989,0.5106456043956044,0.0421875,0.0375
15,1002,cl3k0u23x009t3r6cppaivuyn,0,0.12734375,0.6010416666666667,0.0359375,0.0354166666666666
15,1002,cl3k0ubkf00a13r6cwl8su137,0,0.779079861111111,0.2543981481481481,0.0359375,0.0416666666666666
15,1002,cl3k0ueqa00a53r6ckl4xduum,0,0.9559811950951684,0.2721998535871157,0.0338373901903366,0.0402330405075646
15,1002,cl3k0ulgg00a93r6ctw649mjq,0,0.9831129807692308,0.7857371794871795,0.0337740384615385,0.0416666666666666
