user_id,timestamp,trajectory_id,ftid,x,y,w,h
82,0,ckz3xift1000n3867lhvag405,0,0.034375,0.21875,0.034375,0.0416666666666666
82,0,ckz5msw6000033867l1jhmf1m,0,0.34609375,0.6427083333333333,0.0296875,0.0604166666666666
82,0,ckz6p2fe000033867xfkrbjp6,0,0.0640625,0.8541666666666666,0.0375,0.0416666666666666
82,0,ckz6p4u2600073867ml8xhwcr,0,0.42734375,0.4375,0.0359375,0.0541666666666666
82,0,ckz6p5qlf000b3867nlmileuh,0,0.7890625,0.6739583333333333,0.0375,0.0479166666666666
82,0,ckz79xqyj0004386786ri5as0,0,0.4265625,0.778125,0.025,0.0479166666666666
82,0,ckz79y0wo000838671rd8ssx0,0,0.4859375,0.1979166666666666,0.028125,0.0375
82,0,ckz79y7oo000c38678tbjp6py,0,0.6109375,0.2583333333333333,0.025,0.0291666666666666
82,0,ckz79yx3f000h3867xh7vy895,0,0.51875,0.1833333333333333,0.03125,0.0333333333333333
82,0,ckz79z33c000m3867ov174kzl,0,0.7578125,0.2114583333333333,0.01875,0.03125
82,0,ckz79z95o000r3867xvvim5ef,0,0.7640625,0.2916666666666667,0.021875,0.0291666666666666
82,0,ckz79zhc2000w38671rz6df6n,0,0.80546875,0.378125,0.0234375,0.03125
82,0,ckz79zn6200113867asfh0bfh,0,0.953125,0.3572916666666667,0.021875,0.03125
82,0,ckz79zzaq001538670wzakpti,0,0.5125,0.6479166666666667,0.025,0.0333333333333333
82,0,ckz7a06t5001a3867vivq8h71,0,0.67890625,0.65,0.0171875,0.0333333333333333
82,0,ckz7a0dzm001f3867fxcmlsi8,0,0.6453125,0.659375,0.015625,0.0270833333333333
82,0,ckz7a0pxf001j3867szvg1429,0,0.94765625,0.5666666666666667,0.0234375,0.0333333333333333
82,0,ckz7a0wb0001o3867ndy4xs40,0,0.9046875,0.7072916666666667,0.03125,0.03125
82,0,ckz7a1ovk001s3867e019nj5e,0,0.78984375,0.8020833333333334,0.0265625,0.0291666666666666
82,0,ckz7a27xl001w3867og0lu6bi,0,0.56953125,0.0197916666666666,0.0265625,0.0354166666666666
82,0,ckz7a2e9w00203867oznl9vvy,0,0.81171875,0.0145833333333333,0.0265625,0.0291666666666666
82,0,cl1opy0gk00063f6bh5mqp98h,0,0.671875,0.8416666666666667,0.025,0.0333333333333333
82,0,cl3g5f3gs0007396c1pgai157,0,0.67421875,0.165625,0.0296875,0.0395833333333333
82,0,cl3g5fe45000b396c31bq1d83,0,0.684375,0.159375,0.0125,0.03125
82,0,cl3g64xob000j396cq58md4lq,0,0.87265625,0.3864583333333333,0.0328125,0.04375
82,0,cl5mohjd6000e3b6g97eyecxk,0,0.6109375,0.7447916666666666,0.03125,0.0395833333333333
82,1000,cl1oq91jg000e3f6bwnchkkrh,0,0.1145359848484848,0.3738636363636364,0.0312499999999999,0.03125
82,1000,cl1oq979m000i3f6bkpz386rr,0,0.18828125,0.5997916666666666,0.0296875,0.0462499999999999
82,1000,cl1oq9tac000m3f6b11v3uaro,0,0.3046123798076923,0.5486979166666667,0.0346454326923077,0.0475560897435897
82,1000,cl1oq9zqg000q3f6bxx1r3rep,0,0.382578125,0.4301041666666666,0.0327343749999999,0.0395833333333333
82,1000,cl1oqa6q1000u3f6b8j72623d,0,0.5805158943965517,0.4480423850574713,0.0292160560344827,0.0367456896551724
82,1000,cl1oqahw5000y3f6bqgn5racf,0,0.5880793959330143,0.4841058612440191,0.0219422846889952,0.0334230462519936
82,1000,cl3eif4dj00073f6cdbjovo0m,0,0.112546600877193,0.0661147660818713,0.0328125,0.0520833333333333
82,1000,cl3eifart000b3f6c3hkg8msi,0,0.8606770833333334,0.4257638888888889,0.0288541666666667,0.0448611111111111
82,1000,cl3eifgdr000f3f6cduxthhcm,0,0.7668870192307693,0.8862179487179487,0.0296875,0.0375
82,1000,cl3eifnhz000j3f6cdfd15aua,0,0.8567278519417476,0.5582524271844661,0.0234375,0.0416666666666666
82,1000,cl3eifs8h000n3f6c4816q27h,0,0.9555889423076924,0.6353365384615385,0.0328125,0.0354166666666666
82,1000,cl3eifwej000r3f6cr6n98ma8,0,0.6796875,0.5369791666666667,0.0265625,0.0354166666666666
82,1000,cl3eig0jc000v3f6cph2jn9xc,0,0.5461285581683168,0.5884488448844885,0.0328125,0.0354166666666666
82,1000,cl3eig4zn000z3f6cacqbhiju,0,0.5994538373860182,0.7114583333333333,0.0270326747720364,0.0366704660587638
82,1000,cl3eigbqf00133f6ch7lzecih,0,0.7265625,0.3252403846153846,0.03125,0.04375
82,1000,cl3eignet00173f6czwrmluc4,0,0.4111256544502618,0.1869600785340314,0.0253763089005235,0.0290903141361256
82,1000,cl3eigva5001b3f6cirpoh7qk,0,0.3967370441458733,0.2106006078055022,0.0221509117082533,0.0337012156110044
82,1000,cl3eih416001f3f6ce5tt7j4o,0,0.2356343283582089,0.0296952736318408,0.0337686567164178,0.0408582089552238
82,1000,cl3eih834001j3f6c967zz90h,0,0.2850637335526316,0.0420915570175438,0.0298725328947368,0.0398300438596491
82,1000,cl3eihd2v001n3f6c28nxj5k1,0,0.8181459407216496,0.077416237113402,0.0328125,0.0395833333333333
82,1000,cl3eihj38001r3f6c9dpygu55,0,0.5983067965779468,0.2227423954372623,0.034375,0.0458333333333333
82,1000,cl3eihow6001v3f6c6ve22g3c,0,0.393350042662116,0.3768166951080773,0.0312499999999999,0.0479166666666666
82,1000,cl3eii73r00203f6cpewm53h1,0,0.7110937500000001,0.84375,0.03125,0.04375
82,1000,cl3eiice500243f6cxnq3uoud,0,0.8068266369047619,0.9653025793650792,0.0296875,0.0291666666666666
82,1000,cl3eiij5d00283f6cf3ph83fn,0,0.7646659044715447,0.7518970189701898,0.0359375,0.05
82,1000,cl3eij7wr002c3f6ch36pipjr,0,0.1405435426540284,0.5574644549763033,0.028125,0.0375
82,1000,cl3eijcsc002g3f6cnxsfl10v,0,0.4724671052631579,0.7243530701754387,0.034375,0.05625
82,1000,cl3eijiwf002k3f6c15310owg,0,0.4761095276872963,0.5201241856677524,0.034375,0.05625
82,1000,cl3eik9jy002o3f6cq4tk56vg,0,0.3320877659574468,0.0282757092198581,0.03125,0.0479166666666666
82,1000,cl3eike1l002s3f6c7g1zqqr6,0,0.087841796875,0.0958984375,0.0328125,0.0354166666666666
