user_id,timestamp,trajectory_id,ftid,x,y,w,h
60,0,ckz3xchc8000b3867qdckbwsx,0,0.440625,0.5895833333333333,0.03125,0.0333333333333333
60,0,cl1q4slwo000a396bwuuaialo,0,0.09453125,0.7427083333333333,0.0359375,0.0479166666666666
60,0,cl1q4t360000e396buikeq0yt,0,0.20859375,0.8416666666666667,0.0453125,0.0666666666666666
60,0,cl1q4tlda000h396b22tgu0tm,0,0.38671875,0.2385416666666666,0.0390625,0.05625
60,0,cl1q4tzib000n396bku91irpm,0,0.4671875,0.3114583333333333,0.0375,0.0520833333333333
60,0,cl1q4u81d000q396bjk6dyh70,0,0.5453125,0.384375,0.040625,0.05625
60,0,cl1q4uh0r000u396bmu73xkhg,0,0.615625,0.4052083333333333,0.04375,0.0604166666666666
60,0,cl1q4uov2000x396b1ak2gj95,0,0.63671875,0.53125,0.0421875,0.0583333333333333
60,0,cl1q4v4np0011396btna91o1k,0,0.690625,0.121875,0.034375,0.05625
60,0,cl1q4vcut0014396bw3korj1i,0,0.96640625,0.2010416666666666,0.0421875,0.0645833333333333
60,0,cl2u3prdt000e396c1o2vgo92,0,0.36015625,0.6114583333333333,0.0359375,0.04375
60,0,cl2u3q2m7000j396cu4ux8sau,0,0.47578125,0.590625,0.0296875,0.0520833333333333
60,0,cl2u3qrc2000n396c9s3kkyo1,0,0.33671875,0.5291666666666667,0.0328125,0.05
60,0,cl2u3r9cd000t396cj2nej9zr,0,0.32421875,0.51875,0.0390625,0.05
60,0,cl2u3skfg0011396co4urj4aj,0,0.803125,0.9354166666666668,0.040625,0.0583333333333333
60,0,cl2u3sxy20015396c6p2mtiap,0,0.75,0.8520833333333333,0.034375,0.05
60,1000,cl2ucr50d000h396cr0l8f9ez,0,0.3386903409090909,0.2598712121212121,0.0453125,0.0625
60,1000,cl2ucrbec000l396crh67eapj,0,0.503125,0.2197916666666666,0.04375,0.0645833333333333
60,1000,cl2ucrs1x000p396c2z3axlap,0,0.76796875,0.0333333333333333,0.0484375,0.0666666666666666
60,1000,cl2ucsqmg000t396cytb7tb1r,0,0.6921875,0.8927083333333333,0.04375,0.0604166666666666
