trajectory_id,timestamp,x,y
0,0,63.48367531746821,80.73852289923948
0,1,62.60195977145417,82.20207183690609
0,2,63.34361495459941,83.54842802570431
0,3,64.64906087533734,84.85408359994898
0,4,64.52693853525292,86.26279674796774
0,5,63.34523620360191,87.74800203030135
0,6,63.22311386351749,89.15671517832011
0,7,64.52855978425542,90.4623707525648
0,8,65.27021496740066,91.808726941363
0,9,64.38849942138663,93.27227587902962
1,0,14.125976050597577,80.15081818933449
1,1,13.907270558072911,81.24912173315192
1,2,14.113098586032901,82.09921807437544
1,3,14.88706335795601,82.61714834365033
1,4,15.996809977360035,82.9387608452495
1,5,16.987783675219355,83.32981496494956
1,6,17.48402633157331,84.01011787637812
1,7,17.43696254589791,85.00806960850147
1,8,17.157543863740308,86.14186964489772
1,9,17.110480078064903,87.1398213770211
1,10,17.60672273441886,87.82012428844963
1,11,18.597696432278177,88.21117840814969
1,12,19.707443051682205,88.53279090974887
1,13,20.481407823605313,89.05072117902375
1,14,20.687235851565305,89.90081752024727
1,15,20.46853035904064,90.99912106406471
2,0,20.092333796167182,66.7874984676428
2,1,19.496160802034446,66.04916145523447
2,2,18.85582141837361,65.60833141561363
2,3,18.14781520017151,65.62330850257885
2,4,17.380303766329945,66.03911564966708
2,5,16.58929188747522,66.61322295055386
2,6,15.821780453633654,67.02903009764209
2,7,15.113774235431553,67.04400718460731
2,8,14.473434851770715,66.60317714498647
2,9,13.877261857637981,65.86484013257814
2,10,13.281088863505246,65.12650312016979
2,11,12.640749479844409,64.68567308054895
2,12,11.93274326164231,64.70065016751417
2,13,11.165231827800742,65.11645731460241
2,14,10.374219948946019,65.69056461548918
2,15,9.606708515104451,66.10637176257742
2,16,8.898702296902353,66.12134884954263
2,17,8.258362913241516,65.68051880992181
2,18,7.66218991910878,64.94218179751346
3,0,24.07510564411589,52.129950437469844
3,1,23.111284144502875,51.43138721499994
3,2,22.200030098676418,51.3192075062341
3,3,21.354326595541156,51.93823607901342
3,4,20.537795828367873,52.88268295124478
3,5,19.692092325232608,53.5017115240241
3,6,18.78083827940615,53.389531815258266
3,7,17.81701677979314,52.690968592788366
3,8,16.853195280180124,51.99240537031846
3,9,15.941941234353667,51.88022566155262
3,10,15.096237731218404,52.49925423433194
3,11,14.27970696404512,53.4437011065633
3,12,13.434003460909857,54.062729679342624
3,13,12.5227494150834,53.95054997057679
3,14,11.558927915470386,53.25198674810688
4,0,34.29005967817575,77.46088828887562
4,1,33.186577603688065,77.01449186170784
4,2,32.27507687536408,77.12464922804676
4,3,31.602972970000465,77.92881782326012
4,4,31.03741067389948,79.04185047212411
4,5,30.365306768535866,79.84601906733747
4,6,29.453806040211884,79.95617643367639
4,7,28.350323965724193,79.5097800065086
4,8,27.246841891236507,79.06338357934082
4,9,26.335341162912524,79.17354094567973
4,10,25.663237257548907,79.9777095408931
4,11,25.09767496144792,81.09074218975708
4,12,24.42557105608431,81.89491078497045
4,13,23.51407032776033,82.00506815130937
4,14,22.410588253272635,81.55867172414159
5,0,2.638592082272617,7.829782265070417
5,1,2.343889351631938,9.260045291184133
5,2,2.997745671066863,10.209373142545457
5,3,4.439693330742216,10.759125610161124
5,4,5.587851889047268,11.45783402606131
5,5,5.70383030038078,12.679874900093795
5,6,5.2560315547356495,14.187760145640441
5,7,5.372009966069161,15.409801019672928
5,8,6.520168524374213,16.10850943557311
5,9,7.962116184049566,16.65826190318878
5,10,8.615972503484493,17.607589754550105
5,11,8.321269772843813,19.03785278066382
6,0,22.523180130860876,28.599657717433292
6,1,22.940104375719393,29.714609121285932
6,2,23.637411484558616,30.311878758096782
6,3,24.68435030601366,30.2636097901901
6,4,25.886889877932745,29.928049115830213
6,5,26.93382869938779,29.87978014792353
6,6,27.63113580822701,30.47704978473438
6,7,28.04806005308553,31.59200118858702
6,8,28.464984297944046,32.70695259243966
6,9,29.162291406783268,33.30422222925051
6,10,30.20923022823831,33.25595326134383
6,11,31.411769800157394,32.920392586983944
6,12,32.458708621612445,32.87212361907726
6,13,33.156015730451664,33.46939325588811
6,14,33.572939975310184,34.58434465974075
7,0,48.45210420778113,64.91764825488997
7,1,48.22368035334488,65.89135377889721
7,2,48.302395622114865,66.6938042804624
7,3,48.835067992638315,67.2431368046206
7,4,49.73155793241847,67.5896114663956
7,5,50.71181962628964,67.88937656711857
7,6,51.45207989747306,68.32296196595094
7,7,51.753842031541694,69.00104571305124
7,8,51.64749752127312,69.90668208127364
7,9,51.37646224943493,70.9041469335204
7,10,51.27011773916635,71.8097833017428
7,11,51.571879873234984,72.48786704884311
7,12,52.31214014441841,72.92145244767546
7,13,53.29240183828958,73.22121754839844
7,14,54.18889177806973,73.56769221017343
7,15,54.72156414859318,74.11702473433164
7,16,54.80027941736316,74.91947523589684
7,17,54.57185556292691,75.89318075990407
8,0,52.458186464742084,6.092355159571305
8,1,52.446027818284804,4.902063335596972
8,2,51.993900681557385,4.102970552918679
8,3,50.99314181118472,3.7916949957303756
8,4,49.74821884927444,3.6975185277740943
8,5,48.74745997890177,3.3862429705857915
8,6,48.295332842174346,2.5871501879074987
8,7,48.28317419571707,1.3968583639331653
8,8,48.27101554925979,0.2065665399588319
8,9,47.81888841253237,-0.5925262427194609
8,10,46.81812954215971,-0.9038017999077637
8,11,45.57320658024942,-0.9979782678640454
8,12,44.57244770987676,-1.309253825052349
8,13,44.120320573149336,-2.108346607730642
8,14,44.108161926692055,-3.2986384317049744
9,0,93.95085249645184,96.77635458539726
9,1,92.75856710508653,96.1243743274377
9,2,91.73032895141152,96.32274017772244
9,3,90.86613803542684,97.37145213625143
9,4,90.00194711944218,98.42016409478043
9,5,88.97370896576717,98.61852994506515
9,6,87.78142357440186,97.96654968710561
9,7,86.58913818303654,97.31456942914606
9,8,85.56090002936153,97.51293527943078
9,9,84.69670911337687,98.56164723795978
9,10,83.83251819739219,99.61035919648877
9,11,82.80428004371718,99.8087250467735
9,12,81.61199465235187,99.15674478881395
