trajectory_id,timestamp,x,y,label
0,0,25.337053741172856,94.74857052369846,linear
0,1,26.088318605054518,94.91384932036708,linear
0,2,26.839583468936183,95.0791281170357,linear
0,3,27.590848332817846,95.24440691370432,linear
0,4,28.342113196699508,95.40968571037294,linear
0,5,29.093378060581173,95.57496450704156,linear
0,6,29.844642924462836,95.74024330371017,linear
0,7,30.595907788344498,95.9055221003788,linear
0,8,31.347172652226163,96.07080089704742,linear
0,9,32.09843751610782,96.23607969371604,linear
0,10,32.84970237998949,96.40135849038465,linear
0,11,33.60096724387115,96.56663728705327,linear
0,12,34.35223210775282,96.7319160837219,linear
0,13,35.10349697163448,96.89719488039051,linear
1,0,31.779434632515095,49.11871092456855,circular
1,1,30.51741520989982,54.647979290235085,circular
1,2,26.981315366355446,59.08210824405502,circular
1,3,21.871503043314533,61.54286416570146,circular
1,4,16.2000392390909,61.54286416570146,circular
1,5,11.090226916049986,59.08210824405502,circular
1,6,7.554127072505613,54.647979290235085,circular
1,7,6.292107649890337,49.11871092456855,circular
1,8,7.5541270725056116,43.58944255890202,circular
1,9,11.090226916049982,39.155313605082085,circular
1,10,16.200039239090895,36.69455768343565,circular
1,11,21.87150304331453,36.69455768343565,circular
1,12,26.981315366355446,39.155313605082085,circular
1,13,30.517415209899816,43.58944255890202,circular
1,14,31.779434632515095,49.11871092456855,circular
2,0,63.95939562137717,13.880732654239402,sinuous
2,1,62.076161112751066,10.22501659691914,sinuous
2,2,60.52528092705475,7.663225496141516,sinuous
2,3,59.54517802055882,6.980114668996796,sinuous
2,4,59.212959891318455,8.429478968265993,sinuous
2,5,59.42262613607182,11.66242422127973,sinuous
2,6,59.91502672686804,15.825973157981307,sinuous
2,7,60.35110407417802,19.804137409026062,sinuous
2,8,60.4077188987528,22.53332279909673,sinuous
2,9,59.86897720415561,23.302926774304453,sinuous
2,10,58.68724713960889,21.95617186344751,sinuous
2,11,56.99662091257179,18.934414781625577,sinuous
2,12,55.0750170890986,15.15240835231115,sinuous
2,13,53.26563408811157,11.739770244368867,sinuous
2,14,51.87995401104739,9.721725709193832,sinuous
2,15,51.10971026959884,9.729354138818229,sinuous
2,16,50.972699088222825,11.821230772745526,sinuous
2,17,51.30774986086722,15.466871919151599,sinuous
3,0,34.45327498036114,23.216026498723775,linear
3,1,34.35151688344241,22.669869685143535,linear
3,2,34.24975878652368,22.123712871563296,linear
3,3,34.14800068960495,21.577556057983056,linear
3,4,34.04624259268622,21.031399244402817,linear
3,5,33.94448449576749,20.485242430822577,linear
3,6,33.84272639884876,19.939085617242338,linear
3,7,33.74096830193003,19.392928803662098,linear
3,8,33.6392102050113,18.84677199008186,linear
3,9,33.53745210809257,18.30061517650162,linear
3,10,33.435694011173844,17.75445836292138,linear
3,11,33.333935914255115,17.20830154934114,linear
3,12,33.232177817336385,16.6621447357609,linear
3,13,33.13041972041765,16.11598792218066,linear
3,14,33.02866162349892,15.569831108600422,linear
3,15,32.92690352658019,15.023674295020182,linear
3,16,32.82514542966146,14.477517481439943,linear
3,17,32.72338733274273,13.931360667859703,linear
3,18,32.621629235824,13.385203854279464,linear
4,0,37.06138964498679,12.312066904533935,circular
4,1,36.27589658574648,15.243566910611474,circular
4,2,34.129889638909255,17.389573857448703,circular
4,3,31.198389632831713,18.175066916689012,circular
4,4,28.266889626754175,17.389573857448706,circular
4,5,26.120882679916946,15.243566910611476,circular
4,6,25.335389620676636,12.312066904533935,circular
4,7,26.120882679916942,9.380566898456399,circular
4,8,28.26688962675417,7.2345599516191665,circular
4,9,31.198389632831713,6.449066892378858,circular
4,10,34.12988963890925,7.234559951619164,circular
4,11,36.27589658574648,9.380566898456394,circular
4,12,37.06138964498679,12.312066904533934,circular
5,0,3.7533134629336606,2.176917738431472,sinuous
5,1,6.762660571737862,5.867376162741564,sinuous
5,2,4.218588781616512,-4.088109277282571,sinuous
5,3,8.539155750696015,2.8242981720828313,sinuous
5,4,9.927690376505058,2.532071954713312,sinuous
5,5,8.075901864385585,-5.722324674657869,sinuous
5,6,13.161542768907537,3.070033876025113,sinuous
5,7,12.912078281752443,-1.247108226883392,sinuous
5,8,12.31996354421213,-6.406215642864433,sinuous
5,9,17.486507730408068,2.5849396599197165,sinuous
6,0,47.546637097309905,3.4262091733567757,linear
6,1,47.74012936726142,3.9817103009116046,linear
6,2,47.93362163721293,4.537211428466433,linear
6,3,48.12711390716444,5.092712556021262,linear
6,4,48.32060617711595,5.64821368357609,linear
6,5,48.51409844706746,6.2037148111309195,linear
6,6,48.707590717018974,6.759215938685748,linear
6,7,48.901082986970486,7.314717066240577,linear
6,8,49.094575256922,7.870218193795406,linear
6,9,49.28806752687351,8.425719321350234,linear
6,10,49.48155979682502,8.981220448905063,linear
6,11,49.67505206677653,9.536721576459891,linear
6,12,49.86854433672804,10.09222270401472,linear
6,13,50.062036606679555,10.64772383156955,linear
6,14,50.25552887663107,11.203224959124379,linear
6,15,50.44902114658258,11.758726086679207,linear
6,16,50.642513416534086,12.314227214234036,linear
6,17,50.8360056864856,12.869728341788864,linear
7,0,43.783354648817166,82.37933977055516,circular
7,1,40.83256106596508,90.48657850891287,circular
7,2,33.36088942924304,94.80035013967084,circular
7,3,24.864417935853915,93.302192974566,circular
7,4,19.318740025316878,86.69311140131313,circular
7,5,19.318740025316878,78.0655681397972,circular
7,6,24.864417935853908,71.45648656654434,circular
7,7,33.36088942924303,69.95832940143949,circular
7,8,40.83256106596508,74.27210103219745,circular
7,9,43.783354648817166,82.37933977055516,circular
8,0,82.940578574932,2.6103076770044753,sinuous
8,1,86.49420812578167,6.384676819996539,sinuous
8,2,84.65467158068279,2.3296789245165543,sinuous
8,3,82.0349649295533,-2.857907510586914,sinuous
8,4,84.69556573373063,-0.3799660520410568,sinuous
8,5,88.90018072995245,4.339451676113377,sinuous
8,6,88.04784384614355,1.717591264439215,sinuous
8,7,84.9199590822402,-4.207727496174033,sinuous
8,8,86.51984767886589,-3.2696431544613462,sinuous
8,9,91.07919920258291,1.9647526823404946,sinuous
8,10,91.3388903636919,0.9572456144799251,sinuous
8,11,88.01713395616264,-5.249520486952155,sinuous
8,12,88.47694922647672,-5.9665033847169875,sinuous
8,13,93.06525050711207,-0.6900806070504188,sinuous
8,14,94.46920283791125,-0.03644085947990039,sinuous
8,15,91.2840243694778,-6.044934036341291,sinuous
8,16,90.61933570051703,-8.394381783168416,sinuous
9,0,52.06456314519527,17.12088683312587,linear
9,1,52.73119578864719,17.127622048694082,linear
9,2,53.39782843209911,17.134357264262295,linear
9,3,54.06446107555103,17.141092479830508,linear
9,4,54.73109371900295,17.14782769539872,linear
9,5,55.39772636245487,17.15456291096693,linear
9,6,56.06435900590679,17.161298126535144,linear
9,7,56.73099164935871,17.168033342103357,linear
9,8,57.397624292810626,17.17476855767157,linear
9,9,58.06425693626255,17.181503773239783,linear
9,10,58.73088957971447,17.188238988807996,linear
9,11,59.39752222316639,17.19497420437621,linear
9,12,60.06415486661831,17.20170941994442,linear
9,13,60.73078751007023,17.208444635512635,linear
9,14,61.39742015352215,17.215179851080844,linear
9,15,62.06405279697407,17.221915066649057,linear
10,0,91.11962361831803,21.981078337153882,circular
10,1,88.91355982460357,29.49424164758286,circular
10,2,82.99577811066257,34.622028692425864,circular
10,3,75.24513235762382,35.736403316157165,circular
10,4,68.12239782863111,32.483559449536905,circular
10,5,63.88899240980235,25.896252036720544,circular
10,6,63.88899240980235,18.065904637587224,circular
10,7,68.1223978286311,11.478597224770859,circular
10,8,75.24513235762382,8.225753358150598,circular
10,9,82.99577811066257,9.340127981881894,circular
10,10,88.91355982460357,14.467915026724903,circular
10,11,91.11962361831803,21.98107833715388,circular
11,0,39.046465060032446,53.064851019223944,sinuous
11,1,37.92017783026433,60.450369790039296,sinuous
11,2,38.44620336459703,61.54001334709291,sinuous
11,3,40.829242234082656,55.55380269395608,sinuous
11,4,43.647042047218164,47.91100455417198,sinuous
11,5,45.096450829344775,45.482242983034205,sinuous
11,6,44.57318136336369,50.57005839225214,sinuous
11,7,43.20123489363864,58.891622658496445,sinuous
11,8,42.8481493636815,63.330979223921176,sinuous
11,9,44.488825710576485,60.17342299212053,sinuous
11,10,47.35140477509064,52.36000063095963,sinuous
11,11,49.59350291184296,46.9108222425998,sinuous
11,12,49.91634769488826,48.77465376438782,sinuous
11,13,48.70264893139108,56.493240293655795,sinuous
11,14,47.68130174006969,63.478901724297714,sinuous
11,15,48.412679584854246,63.78608293550964,sinuous
11,16,50.921571270126805,57.320330127455016,sinuous
12,0,23.577411053289808,18.720948299453333,linear
12,1,23.326695503147363,18.148439161607683,linear
12,2,23.075979953004918,17.57593002376203,linear
12,3,22.825264402862473,17.00342088591638,linear
12,4,22.574548852720028,16.430911748070727,linear
12,5,22.32383330257758,15.858402610225077,linear
12,6,22.073117752435135,15.285893472379426,linear
12,7,21.82240220229269,14.713384334533774,linear
12,8,21.571686652150245,14.140875196688123,linear
12,9,21.3209711020078,13.568366058842471,linear
12,10,21.070255551865355,12.99585692099682,linear
12,11,20.819540001722906,12.423347783151168,linear
12,12,20.56882445158046,11.850838645305519,linear
12,13,20.318108901438016,11.278329507459866,linear
12,14,20.06739335129557,10.705820369614216,linear
12,15,19.816677801153126,10.133311231768564,linear
