user_id,timestamp,trajectory_id,ftid,x,y,w,h,x_translate,y_translate,x_rotated,y_rotated,speed,angle_deg
14,0,ckyw6zzlj001r3867thf0fuy7,0,0.20859375,0.825,0.0359375,0.0375,0.0,0.0,0.0,0.0,,
14,10,ckyw6zzlj001r3867thf0fuy7,0,0.16640625,0.6558333333333334,0.0359375,0.0375,-0.04218749999999999,-0.16916666666666658,0.16522727240642765,-0.05565154733242586,0.17434777390996734,-18.61446029409645
14,20,ckyw6zzlj001r3867thf0fuy7,0,0.19609375,0.6206018518518519,0.0359375,0.0375,-0.012499999999999983,-0.20439814814814805,0.20273151204985382,-0.028892680532831484,0.04607173692872858,35.507444194131764
14,30,ckyw6zzlj001r3867thf0fuy7,0,0.2300223214285714,0.6038690476190476,0.0359375,0.0375,0.021428571428571408,-0.22113095238095237,0.2221379296460838,0.003580780212179356,0.037830340953750666,59.137100017525725
14,40,ckyw6zzlj001r3867thf0fuy7,0,0.26953125,0.6177083333333333,0.0359375,0.0375,0.060937500000000006,-0.20729166666666665,0.21151987129210365,0.0440744599997135,0.04186264762224051,104.69303692451702
14,50,ckyw6zzlj001r3867thf0fuy7,0,0.30546875,0.64375,0.0359375,0.0375,0.09687500000000002,-0.1812499999999999,0.1884517980451838,0.08198931600237455,0.0443809904016098,121.31707546878938
14,60,ckyw6zzlj001r3867thf0fuy7,0,0.3184895833333333,0.69375,0.0359375,0.0375,0.10989583333333333,-0.13124999999999998,0.13966050013932352,0.09898788504085633,0.05166761171850735,160.7919975204723
14,70,ckyw6zzlj001r3867thf0fuy7,0,0.3188920454545454,0.7443181818181818,0.0346590909090909,0.0386363636363636,0.11029829545454542,-0.08068181818181819,0.08928837144315345,0.10345461077367032,0.05056978335088754,174.93257693795985
14,80,ckyw6zzlj001r3867thf0fuy7,0,0.2979910714285714,0.7860119047619049,0.0303571428571428,0.0422619047619047,0.0893973214285714,-0.0389880952380951,0.04604922613247587,0.08597337623647326,0.04663922435185198,-157.98691721273673
14,90,ckyw6zzlj001r3867thf0fuy7,0,0.2623697916666667,0.8109375,0.0268229166666666,0.0454861111111111,0.05377604166666669,-0.014062499999999978,0.018340448822568297,0.052471368388596694,0.04347598037824141,-129.59340583136418
14,100,ckyw6zzlj001r3867thf0fuy7,0,0.23125,0.815625,0.0265625,0.0458333333333333,0.022656250000000017,-0.009374999999999911,0.011166162654274921,0.021829180026761773,0.03147084507328548,-103.17735772702528
14,110,ckyw6zzlj001r3867thf0fuy7,0,0.1972098214285714,0.7940476190476191,0.0265625,0.0458333333333333,-0.011383928571428586,-0.030952380952380842,0.0299369420009775,-0.013835578049752953,0.040302817841174815,-62.24164301661021
14,120,ckyw6zzlj001r3867thf0fuy7,0,0.16796875,0.7625,0.0265625,0.0458333333333333,-0.040624999999999994,-0.0625,0.0590315216895877,-0.045518348739950316,0.04301502674490065,-47.438455714585636
14,130,ckyw6zzlj001r3867thf0fuy7,0,0.1713169642857142,0.7119047619047619,0.0265625,0.0458333333333333,-0.037276785714285804,-0.11309523809523803,0.10973216490312433,-0.04624871477869295,0.050705903569672105,-0.8253149186520391
14,140,ckyw6zzlj001r3867thf0fuy7,0,0.169921875,0.6645833333333333,0.0265625,0.0458333333333333,-0.038671874999999994,-0.16041666666666665,0.1567882455754744,-0.051443822853913176,0.047341988510791744,-6.3000822862015395
14,150,ckyw6zzlj001r3867thf0fuy7,0,0.19046875,0.6245833333333334,0.0265625,0.0458333333333333,-0.018125000000000002,-0.20041666666666658,0.19831068200033924,-0.03417936961586722,0.044968589840750146,22.576863753750235
14,160,ckyw6zzlj001r3867thf0fuy7,0,0.21640625,0.5895833333333333,0.0265625,0.0458333333333333,0.0078125,-0.2354166666666666,0.23528269805575167,-0.011139752973042445,0.04356321735420838,31.929660645795906
14,170,ckyw6zzlj001r3867thf0fuy7,0,0.2540900735294117,0.5954656862745098,0.0265625,0.0458333333333333,0.045496323529411714,-0.22953431372549016,0.23244908051971216,0.026895010646307952,0.038140170842831986,94.260706038884
14,180,ckyw6zzlj001r3867thf0fuy7,0,0.29453125,0.5979166666666667,0.0265625,0.0458333333333333,0.08593750000000003,-0.2270833333333333,0.2332574125978071,0.06740232675660493,0.0405153805265112,88.85680230488364
14,190,ckyw6zzlj001r3867thf0fuy7,0,0.31953125,0.6395833333333333,0.0265625,0.0458333333333333,0.1109375,-0.18541666666666667,0.19373556955831123,0.09567130328340118,0.04859126579037745,144.42481651389298
14,200,ckyw6zzlj001r3867thf0fuy7,0,0.3309895833333333,0.680787037037037,0.0265625,0.0458333333333333,0.12239583333333329,-0.14421296296296293,0.15358647170582454,0.11040522819538019,0.04276726086249138,159.84786179485624
14,210,ckyw6zzlj001r3867thf0fuy7,0,0.32421875,0.7291666666666666,0.0265625,0.0458333333333333,0.115625,-0.09583333333333333,0.10481909396979297,0.10754592480484552,0.048851128412022486,-176.64450530320553
14,220,ckyw6zzlj001r3867thf0fuy7,0,0.3102982954545454,0.771969696969697,0.0265625,0.0458333333333333,0.10170454545454541,-0.05303030303030298,0.06103545011739517,0.09711179863728414,0.045009759584718964,-166.5958010334288
14,230,ckyw6zzlj001r3867thf0fuy7,0,0.2827008928571428,0.7946428571428572,0.0265625,0.0458333333333333,0.07410714285714279,-0.03035714285714275,0.03621691784947519,0.071426602931837,0.03571678628265574,-134.01687883542323
14,240,ckyw6zzlj001r3867thf0fuy7,0,0.246875,0.8,0.0265625,0.0458333333333333,0.03828125000000002,-0.02499999999999991,0.027996796751335328,0.036147385427260384,0.03622421260156402,-103.11600619491233
14,250,ckyw6zzlj001r3867thf0fuy7,0,0.211328125,0.79140625,0.0265625,0.0458333333333333,0.002734375000000011,-0.03359374999999998,0.03370483997082508,2.4662607232495137e-05,0.03657092918327516,-81.02047850619209
14,260,ckyw6zzlj001r3867thf0fuy7,0,0.18984375,0.7571180555555556,0.0265625,0.0458333333333333,-0.01874999999999999,-0.0678819444444444,0.06615474413509385,-0.024146857144955746,0.040463052868025845,-36.68195598908988
14,270,ckyw6zzlj001r3867thf0fuy7,0,0.16953125,0.7197916666666667,0.0265625,0.0458333333333333,-0.0390625,-0.10520833333333324,0.10172722377107969,-0.047394559317040154,0.04249537579236787,-33.16584251053695
14,280,ckyw6zzlj001r3867thf0fuy7,0,0.1577414772727272,0.6776515151515151,0.0265625,0.0458333333333333,-0.0508522727272728,-0.14734848484848484,0.14278309105499437,-0.0625341389758769,0.04375832618691761,-20.24173330815315
14,290,ckyw6zzlj001r3867thf0fuy7,0,0.16484375,0.6310185185185185,0.0265625,0.0458333333333333,-0.04374999999999998,-0.19398148148148142,0.18983613685410572,-0.059204043798203244,0.04717073937162354,4.048256312076775
14,300,ckyw6zzlj001r3867thf0fuy7,0,0.19296875,0.6,0.0265625,0.0458333333333333,-0.015625,-0.22499999999999998,0.223015430034144,-0.03366390636402444,0.04187080266825174,37.58768595869848
14,310,ckyw6zzlj001r3867thf0fuy7,0,0.2188802083333333,0.5756944444444444,0.0265625,0.0458333333333333,0.010286458333333304,-0.24930555555555556,0.249325527326478,-0.009790438155735413,0.035526943350424445,42.22022526326682
14,320,ckyw6zzlj001r3867thf0fuy7,0,0.2495312499999999,0.5602083333333333,0.0265625,0.0458333333333333,0.040937499999999905,-0.26479166666666665,0.26722578160181265,0.01951633391960193,0.03434102492060202,58.58387327297713
14,330,ckyw6zzlj001r3867thf0fuy7,0,0.283203125,0.5800347222222223,0.0265625,0.0458333333333333,0.074609375,-0.24496527777777766,0.25017071535223995,0.05467320490681832,0.03907532293390665,115.87864112288379
14,340,ckyw6zzlj001r3867thf0fuy7,0,0.310546875,0.609548611111111,0.0265625,0.0458333333333333,0.101953125,-0.21545138888888893,0.22295074204737036,0.08430128879171302,0.04023369609429601,132.57437385274196
14,350,ckyw6zzlj001r3867thf0fuy7,0,0.3311631944444445,0.6435185185185186,0.0265625,0.0458333333333333,0.12256944444444448,-0.18148148148148135,0.19074830489567204,0.1075819734507634,0.03973647237366729,144.1350307775308
14,360,ckyw6zzlj001r3867thf0fuy7,0,0.33515625,0.6895833333333333,0.0265625,0.0458333333333333,0.1265625,-0.13541666666666663,0.14515364071049766,0.11526560894667957,0.04623755677577403,170.43436299608183
14,370,ckyw6zzlj001r3867thf0fuy7,0,0.32421875,0.732638888888889,0.0265625,0.0458333333333333,0.115625,-0.092361111111111,0.10135811180339743,0.10782508354890796,0.0444230770033722,-170.35794934404598
14,380,ckyw6zzlj001r3867thf0fuy7,0,0.301171875,0.76875,0.0265625,0.0458333333333333,0.09257812499999998,-0.05624999999999991,0.06351098110917047,0.08775606535770736,0.042838893460786745,-152.0645467554108
